"";"nummer";"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"election";"potLoss_same90";"potGain_same90"
"1104";2048;11;"1990-09-28";"1990-10-30";32;1;9;1;1;0;0
"1105";2049;11;"1990-10-01";"1990-10-30";29;1;3;1;1;0;0
"1106";2050;11;"1990-09-28";"1990-10-25";27;0;25;1;1;0;0
"1107";2051;11;"1990-09-28";"1990-10-30";32;1;9;1;1;0;0
"1108";2052;11;"1990-10-01";"1990-10-30";29;1;1;1;1;0;0
"1109";2056;11;"1990-08-31";"1990-09-20";20;NA;3;0;0;0;0
"1110";2057;11;"1990-09-18";"1990-09-20";2;1;14;1;1;0;0
"1111";2058;11;"1990-09-12";"1990-09-13";1;0;3;1;1;0;0
"1112";2059;11;"1990-09-12";"1990-09-20";8;1;3;1;1;0;0
"1113";2060;11;"1990-09-02";"1990-09-20";18;NA;14;0;0;0;0
"1114";2062;11;"1990-09-04";"1990-09-13";9;NA;3;0;1;0;0
"1115";2063;11;"1990-09-04";"1990-10-25";51;NA;14;0;1;0;0
"1116";2067;11;"1990-09-07";"1990-10-05";28;0;25;1;1;0;0
"1117";2068;11;"1990-09-11";"1990-09-20";9;1;14;1;1;0;0
"1118";2069;11;"1990-09-11";"1990-10-31";50;1;9;1;1;0;0
"1119";2070;11;"1990-09-11";"1990-09-20";9;1;14;1;1;0;0
"1120";2073;11;"1990-09-18";"1990-10-30";42;0;16;1;1;0;0
"1121";2076;11;"1990-09-20";"1990-10-30";40;1;4;1;1;0;0
"1122";2078;11;"1990-09-26";"1990-10-25";29;0;25;1;1;0;0
"1123";2082;11;"1990-10-18";"1990-10-30";12;1;3;1;1;0;0
"1124";2083;11;"1990-10-01";"1990-10-25";24;0;2;1;1;0;0
"1125";2084;11;"1990-10-01";"1990-10-05";4;0;3;1;1;0;0
"1126";2086;11;"1990-10-02";"1990-10-05";3;1;14;1;1;0;0
"1127";2088;11;"1990-10-05";"1990-10-25";20;0;9;1;1;0;0
"1128";2092;11;"1990-10-18";"1990-10-30";12;0;3;1;1;0;0
"1129";2094;11;"1990-02-01";"1990-05-31";119;1;9;1;0;0;0
"1130";2110;12;"1991-01-07";"1991-06-13";157;0;4;1;0;1;0
"1131";2111;12;"1991-01-24";"1991-11-14";294;1;3;1;0;0;0
"1132";2115;12;"1991-04-03";"1991-05-14";41;1;2;1;0;0;0
"1133";2116;12;"1991-03-06";"1991-03-22";16;1;2;1;0;0;0
"1134";2117;12;"1991-01-29";"1991-03-14";44;0;2;1;0;0;0
"1135";2118;12;"1991-01-29";"1991-03-14";44;0;2;1;0;0;0
"1136";2120;12;"1991-03-06";"1991-04-25";50;0;3;1;0;0;0
"1137";2121;12;"1991-04-03";"1991-06-19";77;0;3;1;0;0;0
"1138";2122;12;"1991-03-07";"1991-03-15";8;1;16;1;0;0;0
"1139";2123;12;"1991-03-07";"1991-03-15";8;0;16;1;0;0;0
"1140";2124;12;"1991-04-08";"1991-09-19";164;1;3;1;0;0;0
"1141";2125;12;"1991-03-06";"1991-04-25";50;0;3;1;0;0;0
"1142";2126;12;"1991-03-05";"1991-06-13";100;1;3;1;0;0;0
"1143";2127;12;"1991-03-05";"1991-06-13";100;0;16;1;0;0;0
"1144";2128;12;"1991-03-05";"1994-04-21";1143;0;16;1;0;0;0
"1145";2129;12;"1991-03-05";"1994-03-03";1094;1;16;1;0;0;0
"1146";2130;12;"1991-05-13";"1992-03-13";305;1;14;1;0;0;0
"1147";2131;12;"1991-03-07";"1991-03-22";15;NA;25;0;0;0;0
"1148";2133;12;"1991-03-07";"1991-03-14";7;NA;2;0;0;0;0
"1149";2140;12;"1991-02-19";"1991-03-15";24;NA;16;0;0;0;0
"1150";2141;12;"1991-02-19";"1991-03-22";31;1;25;0;0;0;0
"1151";2142;12;"1991-02-19";"1991-03-15";24;NA;16;0;0;0;0
"1152";2144;12;"1991-02-26";"1991-04-25";58;1;7;1;0;0;0
"1153";2147;12;"1991-03-08";"1991-06-07";91;0;9;1;0;0;0
"1154";2148;12;"1991-04-22";"1991-05-14";22;1;9;1;0;0;0
"1155";2149;12;"1991-04-22";"1991-05-14";22;0;9;1;0;0;0
"1156";2150;12;"1991-04-24";"1991-05-14";20;0;2;1;0;0;0
"1157";2151;12;"1991-04-22";"1991-05-14";22;1;9;1;0;0;0
"1158";2153;12;"1991-03-11";"1991-05-14";64;NA;9;0;0;0;0
"1159";2154;12;"1991-03-11";"1991-05-14";64;NA;9;0;0;0;0
"1160";2155;12;"1991-03-11";"1991-05-14";64;NA;9;0;0;0;0
"1161";2156;12;"1991-03-11";"1991-05-14";64;NA;2;0;0;0;0
"1162";2157;12;"1991-05-06";"1991-12-05";213;1;3;1;0;0;0
"1163";2158;12;"1991-06-27";"1992-05-08";316;1;3;1;0;0;0
"1164";2159;12;"1991-05-29";"1991-12-05";190;1;3;1;0;0;0
"1165";2160;12;"1991-05-03";"1991-05-14";11;NA;3;0;0;0;0
"1166";2161;12;"1991-03-20";"1992-01-23";309;0;14;1;0;0;0
"1167";2162;12;"1991-03-21";"1991-05-14";54;1;3;1;0;0;0
"1168";2165;12;"1991-08-14";"1992-01-23";162;0;7;1;0;0;0
"1169";2166;12;"1991-10-04";"1992-10-29";391;0;3;1;0;0;0
"1170";2167;12;"1991-05-28";"1991-11-07";163;0;16;1;0;0;0
"1171";2168;12;"1991-06-13";"1992-01-16";217;1;25;1;0;0;0
"1172";2169;12;"1991-05-02";"1991-12-05";217;1;3;1;0;0;0
"1173";2170;12;"1991-05-29";"1991-06-21";23;1;2;1;0;0;0
"1174";2172;12;"1991-04-22";"1991-06-19";58;0;4;1;0;0;0
"1175";2173;12;"1991-04-23";"1991-06-21";59;NA;2;0;0;0;0
"1176";2177;12;"1991-08-14";"1992-01-16";155;0;3;1;0;0;0
"1177";2178;12;"1991-08-14";"1992-01-16";155;1;3;1;0;0;0
"1178";2179;12;"1991-06-14";"1991-12-05";174;1;3;1;0;0;0
"1179";2180;12;"1991-06-12";"1991-11-07";148;1;14;1;0;0;0
"1180";2181;12;"1991-06-14";"1991-10-10";118;1;3;1;0;0;0
"1181";2182;12;"1991-06-12";"1991-06-13";1;NA;4;0;0;0;0
"1182";2183;12;"1991-06-14";"1991-10-10";118;1;3;1;0;0;0
"1183";2184;12;"1991-06-14";"1992-01-16";216;1;3;1;0;0;0
"1184";2186;12;"1991-05-06";"1991-06-13";38;1;4;1;0;0;0
"1185";2187;12;"1991-05-08";"1991-05-14";6;1;1;1;0;0;0
"1186";2192;12;"1991-05-16";"1992-06-25";406;NA;4;0;0;0;0
"1187";2195;12;"1991-08-29";"1991-11-14";77;0;14;1;0;0;0
"1188";2196;12;"1991-08-14";"1992-11-12";456;0;16;1;0;0;0
"1189";2197;12;"1991-07-12";"1992-03-12";244;0;3;1;0;0;0
"1190";2198;12;"1991-08-29";"1991-11-07";70;1;1;1;0;0;0
"1191";2199;12;"1991-07-12";"1992-01-16";188;1;3;1;0;0;0
"1192";2212;12;"1991-06-11";"1991-06-21";10;0;7;1;0;0;0
"1193";2213;12;"1991-08-29";"1991-11-14";77;1;14;1;0;0;0
"1194";2218;12;"1991-07-12";"1991-10-30";110;1;3;1;0;0;0
"1195";2224;12;"1991-06-28";"1992-01-23";209;NA;25;0;0;0;0
"1196";2228;12;"1991-09-10";"1991-11-07";58;1;3;1;0;0;0
"1197";2229;12;"1991-09-10";"1991-11-07";58;0;3;1;0;0;0
"1198";2230;12;"1991-11-05";"1992-04-30";177;1;9;1;0;0;0
"1199";2231;12;"1991-10-04";"1991-11-14";41;1;3;1;0;0;0
"1200";2232;12;"1991-12-13";"1993-03-11";454;0;16;1;0;0;0
"1201";2233;12;"1991-12-20";"1994-02-03";776;0;16;1;0;0;0
"1202";2234;12;"1991-10-08";"1992-05-07";212;1;3;1;0;0;0
"1203";2235;12;"1991-10-07";"1992-01-16";101;1;3;1;0;0;0
"1204";2236;12;"1991-09-10";"1992-01-23";135;0;25;1;0;0;0
"1205";2237;12;"1991-10-07";"1991-11-07";31;1;2;1;0;0;0
"1206";2238;12;"1991-12-05";"1992-02-20";77;0;16;1;0;0;0
"1207";2239;12;"1991-10-09";"1991-11-15";37;0;3;1;0;0;0
"1208";2240;12;"1991-10-04";"1991-12-05";62;0;25;1;0;0;0
"1209";2241;12;"1991-11-05";"1992-06-17";225;1;1;1;0;0;0
"1210";2242;12;"1991-08-16";"1991-11-29";105;0;9;1;0;0;0
"1211";2243;12;"1991-09-10";"1991-10-17";37;0;3;1;0;0;0
"1212";2244;12;"1991-09-10";"1991-10-17";37;1;3;1;0;0;0
"1213";2245;12;"1991-10-07";"1991-11-07";31;0;2;1;0;0;0
"1214";2246;12;"1991-09-09";"1991-11-07";59;1;4;1;0;0;0
"1215";2247;12;"1991-10-09";"1991-11-15";37;0;14;1;0;0;0
"1216";2248;12;"1991-11-15";"1992-06-17";215;1;16;1;0;0;0
"1217";2249;12;"1991-10-01";"1991-10-30";29;0;3;1;0;0;0
"1218";2250;12;"1991-11-05";"1992-01-23";79;0;25;1;0;0;0
"1219";2252;12;"1991-09-03";"1991-09-25";22;0;16;1;0;0;0
"1220";2253;12;"1991-09-03";"1991-10-17";44;NA;3;0;0;0;0
"1221";2254;12;"1991-09-03";"1991-10-17";44;NA;3;0;0;0;0
"1222";2255;12;"1991-09-03";"1991-11-08";66;NA;9;0;0;0;0
"1223";2257;12;"1991-11-15";"1992-03-19";125;0;4;1;0;0;0
"1224";2258;12;"1991-10-25";"1991-11-08";14;1;9;1;0;0;0
"1225";2259;12;"1991-09-30";"1991-11-08";39;1;9;1;0;0;0
"1226";2260;12;"1991-10-30";"1992-03-12";134;0;16;1;0;0;0
"1227";2262;12;"1991-09-18";"1991-10-30";42;0;2;1;0;0;0
"1228";2266;12;"1991-10-22";"1991-10-30";8;NA;2;0;0;0;0
"1229";2267;12;"1991-09-20";"1992-06-25";279;NA;4;0;0;0;0
"1230";2268;12;"1991-09-20";"1992-06-25";279;NA;4;0;0;0;0
"1231";2269;12;"1991-11-11";"1991-12-05";24;1;2;1;0;0;0
"1232";2270;12;"1991-11-11";"1991-12-05";24;1;4;1;0;0;0
"1233";2271;12;"1991-11-11";"1992-01-16";66;1;2;1;0;0;0
"1234";2272;12;"1991-11-14";"1992-05-07";175;1;3;1;0;0;0
"1235";2280;12;"1991-10-17";"1991-12-05";49;1;1;1;0;0;0
"1236";2281;12;"1991-12-20";"1992-03-20";91;0;9;1;0;0;0
"1237";2282;12;"1991-10-18";"1991-11-26";39;0;9;1;0;0;0
"1238";2287;12;"1991-11-05";"1991-11-29";24;0;16;1;0;0;0
"1239";2288;12;"1991-11-05";"1991-12-05";30;0;16;1;0;0;0
"1240";2289;12;"1991-11-05";"1991-12-05";30;0;16;1;0;0;0
"1241";2290;12;"1991-11-05";"1991-12-05";30;0;7;1;0;0;0
"1242";2291;12;"1991-11-06";"1991-11-14";8;0;2;1;0;0;0
"1243";2293;12;"1992-01-30";"1992-11-12";287;0;25;1;0;0;0
"1244";2295;12;"1991-11-12";"1991-12-05";23;1;14;1;0;0;0
"1245";2305;12;"1991-12-04";"1992-01-23";50;1;16;1;0;0;0
"1246";2311;12;"1991-12-11";"1992-04-30";141;1;16;1;0;0;0
"1247";2312;12;"1991-12-11";"1992-04-30";141;1;1;1;0;0;0
"1248";2318;12;"1992-03-11";"1992-06-04";85;0;9;1;0;0;0
"1249";2319;12;"1992-04-06";"1994-01-20";654;1;14;1;0;0;0
"1250";2320;12;"1992-04-30";"1992-09-24";147;0;1;1;0;0;0
"1251";2321;12;"1992-02-24";"1992-06-04";101;0;3;1;0;0;0
"1252";2322;12;"1992-02-24";"1992-06-05";102;1;7;1;0;0;0
"1253";2323;12;"1992-03-11";"1992-06-04";85;1;4;1;0;0;0
"1254";2324;12;"1992-02-27";"1992-06-04";98;1;9;1;0;0;0
"1255";2325;12;"1992-04-30";"1992-10-08";161;0;16;1;0;0;0
"1256";2326;12;"1992-02-26";"1992-06-04";99;1;16;1;0;0;0
"1257";2327;12;"1992-04-15";"1994-04-21";736;0;16;1;0;0;0
"1258";2328;12;"1992-02-17";"1992-05-07";80;1;4;1;0;0;0
"1259";2329;12;"1992-02-26";"1992-06-17";112;1;16;1;0;0;0
"1260";2335;12;"1992-03-16";"1992-06-26";102;0;3;1;0;0;0
"1261";2336;12;"1992-03-16";"1992-10-08";206;0;3;1;0;0;0
"1262";2337;12;"1992-05-26";"1992-12-10";198;0;14;1;0;0;0
"1263";2347;12;"1992-02-18";"1993-05-26";463;NA;14;0;0;0;0
"1264";2349;12;"1992-04-24";"1992-06-24";61;0;3;1;0;0;0
"1265";2350;12;"1992-04-15";"1992-10-15";183;1;3;1;0;0;0
"1266";2351;12;"1992-04-15";"1992-10-15";183;1;3;1;0;0;0
"1267";2352;12;"1992-04-27";"1992-10-15";171;1;3;1;0;0;0
"1268";2353;12;"1992-04-23";"1993-06-17";420;1;3;1;0;0;0
"1269";2354;12;"1992-07-16";"1993-01-15";183;1;1;1;0;0;0
"1270";2365;12;"1992-03-17";"1992-10-08";205;1;16;1;0;0;0
"1271";2366;12;"1992-03-17";"1992-06-05";80;0;7;1;0;0;0
"1272";2375;12;"1992-05-27";"1992-06-24";28;0;7;1;0;0;0
"1273";2376;12;"1992-05-27";"1992-06-26";30;1;2;1;0;0;0
"1274";2377;12;"1992-06-22";"1992-11-12";143;1;4;1;0;0;0
"1275";2378;12;"1992-05-27";"1992-06-26";30;1;9;1;0;0;0
"1276";2379;12;"1992-05-25";"1992-11-12";171;1;9;1;0;0;0
"1277";2380;12;"1992-07-03";"1993-06-17";349;0;16;1;0;0;0
"1278";2381;12;"1992-05-25";"1992-12-10";199;0;3;1;0;0;0
"1279";2382;12;"1992-05-25";"1993-01-14";234;1;3;1;0;0;0
"1280";2383;12;"1992-05-25";"1994-02-03";619;1;3;1;0;0;0
"1281";2384;12;"1992-05-27";"1992-06-26";30;1;7;1;0;0;0
"1282";2385;12;"1992-04-27";"1992-06-26";60;1;9;1;0;0;0
"1283";2386;12;"1992-05-27";"1992-06-26";30;1;16;1;0;0;0
"1284";2387;12;"1992-05-25";"1992-06-24";30;0;3;1;0;0;0
"1285";2388;12;"1992-04-27";"1992-05-20";23;0;3;1;0;0;0
"1286";2389;12;"1992-04-27";"1992-05-20";23;0;3;1;0;0;0
"1287";2391;12;"1992-05-29";"1993-07-02";399;1;14;1;0;0;0
"1288";2392;12;"1992-04-30";"1992-06-05";36;1;9;1;0;0;0
"1289";2393;12;"1992-06-15";"1993-01-14";213;0;3;1;0;0;0
"1290";2394;12;"1992-06-15";"1993-01-14";213;0;3;1;0;0;0
"1291";2395;12;"1992-08-14";"1993-05-13";272;1;2;1;0;0;0
"1292";2396;12;"1992-08-14";"1993-10-28";440;1;16;1;0;0;0
"1293";2397;12;"1992-04-28";"1992-06-26";59;NA;16;0;0;0;0
"1294";2402;12;"1992-05-07";"1992-06-04";28;1;1;1;0;0;0
"1295";2405;12;"1992-08-31";"1993-05-13";255;1;4;1;0;0;0
"1296";2406;12;"1992-07-03";"1992-11-12";132;1;3;1;0;0;0
"1297";2407;12;"1992-07-03";"1992-11-12";132;1;3;1;0;0;0
"1298";2408;12;"1992-07-03";"1992-11-12";132;1;3;1;0;0;0
"1299";2409;12;"1992-06-09";"1992-06-24";15;1;21;1;0;0;0
"1300";2410;12;"1992-08-12";"1992-11-12";92;1;14;1;0;0;0
"1301";2411;12;"1992-05-15";"1992-06-26";42;0;9;1;0;0;0
"1302";2415;12;"1992-09-15";"1993-06-17";275;0;16;1;0;0;0
"1303";2416;12;"1992-08-31";"1992-11-05";66;1;7;1;0;0;0
"1304";2417;12;"1992-09-15";"1992-11-12";58;1;9;1;0;0;0
"1305";2418;12;"1992-07-20";"1992-11-12";115;0;3;1;0;0;0
"1306";2419;12;"1992-08-31";"1992-11-12";73;1;2;1;0;0;0
"1307";2420;12;"1992-08-31";"1993-03-11";192;0;3;1;0;0;0
"1308";2421;12;"1992-08-31";"1992-12-02";93;0;3;1;0;0;0
"1309";2435;12;"1992-09-07";"1992-12-09";93;NA;2;0;0;0;0
"1310";2436;12;"1992-09-07";"1992-12-09";93;NA;2;0;0;0;0
"1311";2437;12;"1992-10-02";"1992-12-02";61;1;3;1;0;0;0
"1312";2438;12;"1992-10-08";"1992-11-24";47;1;7;1;0;0;0
"1313";2439;12;"1992-09-07";"1992-10-15";38;0;2;1;0;0;0
"1314";2440;12;"1992-10-08";"1992-11-27";50;0;9;1;0;0;0
"1315";2441;12;"1992-10-05";"1993-03-04";150;1;9;1;0;0;0
"1316";2442;12;"1992-11-05";"1993-01-22";78;1;14;1;0;0;0
"1317";2443;12;"1992-09-07";"1992-11-05";59;1;14;1;0;0;0
"1318";2444;12;"1992-10-05";"1993-02-04";122;0;14;1;0;0;0
"1319";2445;12;"1992-11-24";"1994-04-21";513;0;16;1;0;0;0
"1320";2446;12;"1992-12-10";"1993-03-25";105;1;1;1;0;0;0
"1321";2447;12;"1992-10-21";"1993-06-17";239;1;1;1;0;0;0
"1322";2448;12;"1992-09-30";"1992-11-26";57;0;25;1;0;0;0
"1323";2449;12;"1992-09-30";"1992-11-26";57;0;25;1;0;0;0
"1324";2450;12;"1992-10-08";"1993-11-26";414;1;3;1;0;0;0
"1325";2451;12;"1992-11-24";"1993-06-17";205;0;3;1;0;0;0
"1326";2452;12;"1992-10-22";"1993-06-30";251;0;1;1;0;0;0
"1327";2453;12;"1992-10-22";"1993-05-13";203;1;2;1;0;0;0
"1328";2454;12;"1993-01-15";"1993-06-23";159;1;3;1;0;0;0
"1329";2455;12;"1992-12-18";"1993-09-09";265;1;3;1;0;0;0
"1330";2456;12;"1992-08-14";"1992-11-27";105;0;9;1;0;0;0
"1331";2458;12;"1992-10-01";"1992-12-02";62;1;3;1;0;0;0
"1332";2459;12;"1992-10-08";"1992-11-24";47;0;3;1;0;0;0
"1333";2460;12;"1992-09-30";"1992-12-09";70;0;14;1;0;0;0
"1334";2461;12;"1992-11-23";"1993-11-11";353;0;14;1;0;0;0
"1335";2462;12;"1992-10-08";"1992-11-12";35;0;4;1;0;0;0
"1336";2463;12;"1992-10-05";"1993-05-13";220;0;3;1;0;0;0
"1337";2465;12;"1992-11-05";"1993-02-11";98;0;16;1;0;0;0
"1338";2466;12;"1992-10-22";"1993-02-11";112;0;3;1;0;0;0
"1339";2467;12;"1992-11-05";"1993-06-17";224;0;16;1;0;0;0
"1340";2468;12;"1992-10-22";"1992-11-12";21;1;4;1;0;0;0
"1341";2469;12;"1992-09-28";"1992-11-12";45;1;25;1;0;0;0
"1342";2470;12;"1992-10-29";"1992-11-24";26;0;3;1;0;0;0
"1343";2471;12;"1992-09-28";"1992-12-09";72;0;3;1;0;0;0
"1344";2472;12;"1992-09-28";"1992-12-02";65;1;25;1;0;0;0
"1345";2476;12;"1992-09-23";"1994-06-16";631;0;2;1;0;0;0
"1346";2478;12;"1992-12-18";"1993-03-26";98;0;16;1;0;0;0
"1347";2479;12;"1992-10-22";"1992-12-02";41;1;3;1;0;0;0
"1348";2481;12;"1992-11-19";"1992-12-02";13;1;9;1;0;0;0
"1349";2482;12;"1992-11-12";"1992-11-27";15;0;9;1;0;0;0
"1350";2489;12;"1992-11-02";"1992-11-27";25;1;9;1;0;0;0
"1351";2490;12;"1992-10-14";"1992-12-02";49;NA;9;0;0;0;0
"1352";2491;12;"1992-10-14";"1992-11-27";44;NA;9;0;0;0;0
"1353";2492;12;"1993-01-25";"1993-07-01";157;1;4;1;0;0;0
"1354";2493;12;"1992-12-04";"1993-04-29";146;0;3;1;0;0;0
"1355";2494;12;"1992-12-04";"1993-04-29";146;0;3;1;0;0;0
"1356";2495;12;"1992-12-03";"1993-06-18";197;0;16;1;0;0;0
"1357";2500;12;"1992-10-22";"1993-06-30";251;0;1;1;0;0;0
"1358";2502;12;"1992-10-29";"1992-12-10";42;1;1;1;0;0;0
"1359";2504;12;"1992-11-04";"1992-12-02";28;0;3;1;0;0;0
"1360";2508;12;"1993-01-28";"1993-03-25";56;NA;1;0;0;0;0
"1361";2509;12;"1993-01-06";"1993-09-09";246;0;3;1;0;0;0
"1362";2510;12;"1993-01-07";"1994-04-21";469;1;3;1;0;0;0
"1363";2511;12;"1993-01-06";"1993-03-25";78;1;3;1;0;0;0
"1364";2512;12;"1993-02-11";"1993-07-01";140;0;21;1;0;0;0
"1365";2513;12;"1993-01-06";"1993-05-13";127;1;3;1;0;0;0
"1366";2514;12;"1993-02-04";"1993-06-18";134;1;3;1;0;0;0
"1367";2515;12;"1993-02-04";"1993-06-18";134;1;3;1;0;0;0
"1368";2516;12;"1993-02-04";"1993-06-18";134;0;3;1;0;0;0
"1369";2517;12;"1993-01-06";"1993-03-25";78;1;3;1;0;0;0
"1370";2518;12;"1993-02-11";"1993-11-11";273;0;3;1;0;0;0
"1371";2519;12;"1993-03-05";"1993-06-23";110;0;3;1;0;0;0
"1372";2520;12;"1993-01-08";"1993-09-30";265;0;3;1;0;0;0
"1373";2521;12;"1993-02-11";"1993-06-30";139;1;1;1;0;0;0
"1374";2522;12;"1993-01-06";"1993-05-13";127;1;3;1;0;0;0
"1375";2523;12;"1992-11-10";"1992-11-27";17;0;16;1;0;0;0
"1376";2524;12;"1992-11-10";"1992-12-11";31;0;16;1;0;0;0
"1377";2525;12;"1992-11-10";"1993-05-26";197;NA;4;0;0;0;0
"1378";2527;12;"1992-11-11";"1993-03-25";134;1;1;1;0;0;0
"1379";2533;12;"1992-12-29";"1993-02-12";45;1;1;1;0;0;0
"1380";2534;12;"1992-12-08";"1993-02-12";66;NA;1;0;0;0;0
"1381";2536;12;"1992-12-09";"1993-10-21";316;0;16;1;0;0;0
"1382";2544;12;"1993-03-05";"1993-05-27";83;1;9;1;0;0;0
"1383";2545;12;"1993-04-13";"1993-07-01";79;1;4;1;0;0;0
"1384";2546;12;"1993-03-18";"1994-03-10";357;0;16;1;0;0;0
"1385";2547;12;"1993-03-25";"1993-12-09";259;1;1;1;0;0;0
"1386";2548;12;"1993-03-25";"1993-07-01";98;1;25;1;0;0;0
"1387";2549;12;"1993-03-04";"1993-06-23";111;0;3;1;0;0;0
"1388";2550;12;"1993-03-04";"1994-02-24";357;1;3;1;0;0;0
"1389";2551;12;"1993-03-04";"1993-12-09";280;0;3;1;0;0;0
"1390";2552;12;"1993-03-04";"1993-06-23";111;1;3;1;0;0;0
"1391";2553;12;"1993-03-04";"1993-09-30";210;1;3;1;0;0;0
"1392";2554;12;"1993-03-04";"1993-09-23";203;1;3;1;0;0;0
"1393";2559;12;"1993-01-20";"1993-05-27";127;NA;9;0;0;0;0
"1394";2562;12;"1993-03-18";"1993-07-02";106;0;9;1;0;0;0
"1395";2563;12;"1993-03-15";"1993-10-21";220;1;3;1;0;0;0
"1396";2564;12;"1993-03-15";"1993-11-11";241;0;3;1;0;0;0
"1397";2565;12;"1993-03-15";"1993-09-23";192;1;3;1;0;0;0
"1398";2574;12;"1993-05-19";"1993-09-23";127;1;7;1;0;0;0
"1399";2575;12;"1993-05-19";"1994-03-11";296;1;16;1;0;0;0
"1400";2576;12;"1993-05-19";"1994-05-26";372;1;16;1;0;0;0
"1401";2577;12;"1993-04-05";"1993-09-23";171;1;3;1;0;0;0
"1402";2578;12;"1993-05-10";"1993-12-02";206;0;14;1;0;0;0
"1403";2585;12;"1993-03-02";"1993-05-26";85;1;4;1;0;0;0
"1404";2587;12;"1993-04-20";"1993-05-27";37;1;9;1;0;0;0
"1405";2588;12;"1993-03-04";"1993-05-27";84;NA;9;0;0;0;0
"1406";2590;12;"1993-03-05";"1993-05-27";83;0;9;1;0;0;0
"1407";2591;12;"1993-03-09";"1993-05-27";79;1;1;1;0;0;0
"1408";2598;12;"1993-03-23";"1993-12-02";254;NA;1;0;0;0;0
"1409";2599;12;"1993-03-23";"1993-12-02";254;NA;16;0;0;0;0
"1410";2602;12;"1993-05-10";"1993-06-23";44;1;2;1;0;0;0
"1411";2604;12;"1993-06-07";"1994-02-24";262;0;3;1;0;0;0
"1412";2605;12;"1993-05-19";"1993-07-02";44;0;3;1;0;0;0
"1413";2606;12;"1993-07-21";"1994-05-19";302;0;3;1;0;0;0
"1414";2607;12;"1993-05-10";"1993-06-17";38;1;3;1;0;0;0
"1415";2608;12;"1993-05-25";"1993-12-02";191;1;16;1;0;0;0
"1416";2609;12;"1993-05-25";"1993-12-02";191;1;1;1;0;0;0
"1417";2610;12;"1993-04-19";"1993-06-17";59;0;3;1;0;0;0
"1418";2611;12;"1993-05-19";"1993-06-18";30;1;14;1;0;0;0
"1419";2612;12;"1993-04-23";"1993-06-17";55;1;25;1;0;0;0
"1420";2615;12;"1993-06-18";"1993-12-03";168;1;2;1;0;0;0
"1421";2616;12;"1993-05-10";"1994-05-20";375;1;9;1;0;0;0
"1422";2617;12;"1993-09-15";"1994-04-15";212;1;21;1;0;0;0
"1423";2618;12;"1993-06-07";"1993-09-30";115;1;3;1;0;0;0
"1424";2619;12;"1993-06-29";"1993-12-09";163;1;1;1;0;0;0
"1425";2622;12;"1993-04-21";"1993-05-27";36;0;7;1;0;0;0
"1426";2623;12;"1993-04-21";"1993-05-27";36;1;4;1;0;0;0
"1427";2627;12;"1993-07-21";"1994-04-21";274;0;4;1;0;0;0
"1428";2628;12;"1993-07-21";"1993-11-11";113;1;14;1;0;0;0
"1429";2629;12;"1993-06-21";"1994-04-14";297;1;3;1;0;0;0
"1430";2630;12;"1993-06-21";"1993-10-21";122;1;3;1;0;0;0
"1431";2631;12;"1993-06-21";"1993-07-02";11;1;3;1;0;0;0
"1432";2632;12;"1993-06-25";"1993-11-11";139;1;3;1;0;0;0
"1433";2633;12;"1993-06-03";"1993-06-23";20;0;2;1;0;0;0
"1434";2634;12;"1993-06-25";"1994-03-10";258;1;3;1;0;0;0
"1435";2635;12;"1993-12-08";"1994-03-10";92;1;21;1;0;0;0
"1436";2636;12;"1993-06-25";"1994-05-26";335;0;16;1;0;0;0
"1437";2637;12;"1993-06-25";"1994-01-20";209;0;3;1;0;0;0
"1438";2639;12;"1993-05-11";"1993-06-23";43;NA;2;0;0;0;0
"1439";2643;12;"1993-05-26";"1993-07-01";36;1;7;1;0;0;0
"1440";2644;12;"1993-09-03";"1993-10-01";28;NA;2;0;0;0;0
"1441";2645;12;"1993-10-13";"1994-02-03";113;1;7;1;0;0;0
"1442";2646;12;"1993-09-23";"1994-02-03";133;1;7;1;0;0;0
"1443";2647;12;"1993-09-03";"1993-12-09";97;1;2;1;0;0;0
"1444";2648;12;"1993-08-26";"1994-05-20";267;1;16;1;0;0;0
"1445";2649;12;"1993-08-12";"1993-11-26";106;1;16;1;0;0;0
"1446";2650;12;"1993-09-16";"1994-05-26";252;1;25;1;0;0;0
"1447";2651;12;"1993-07-16";"1994-04-28";286;0;3;1;0;0;0
"1448";2652;12;"1993-07-16";"1994-01-20";188;0;3;1;0;0;0
"1449";2653;12;"1993-07-16";"1994-02-03";202;0;3;1;0;0;0
"1450";2654;12;"1993-10-04";"1994-06-23";262;1;25;1;0;0;0
"1451";2665;12;"1993-06-16";"1994-04-14";302;NA;7;0;0;0;0
"1452";2667;12;"1993-06-16";"1993-07-01";15;1;7;1;0;0;0
"1453";2668;12;"1993-06-16";"1993-10-01";107;1;2;1;0;0;0
"1454";2671;12;"1993-06-24";"1993-10-22";120;NA;2;0;0;0;0
"1455";2672;12;"1993-06-24";"1993-10-01";99;NA;2;0;0;0;0
"1456";2680;12;"1993-10-13";"1994-02-24";134;1;2;0;0;0;0
"1457";2681;12;"1993-09-04";"1993-10-01";27;0;2;0;0;0;0
"1458";2682;12;"1993-12-21";"1994-06-23";184;NA;14;0;0;0;0
