"docno";"lp";"date_bt_ini";"date_com_as";"date_com_ini";"date_com_out";"date_bt_out";"phase1";"phase2";"phase3";"phase4";"phase_total";"completed";"zustimmg";"election";"leadingcom";"compresOpp";"potLoss_emp";"potGain_emp";"potLoss_same90";"potGain_same90";"potLoss_past";"potGain_past";"potLoss_com";"potGain_com"
"17/11052";17;"2012-10-17";"2012-10-25";"2012-11-07";"2012-11-09";"2012-11-22";8;13;2;13;36;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/11127";17;"2012-10-22";"2012-11-08";"2012-11-22";"2013-01-16";"2013-01-31";17;14;55;15;101;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/11138";17;"2012-10-23";"2012-10-26";"2012-11-01";"2012-11-21";"2012-11-23";3;6;20;2;31;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/11210";17;"2012-10-24";"2012-11-08";"2012-11-21";"2013-03-20";"2013-03-21";15;13;119;1;148;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11211";17;"2012-10-24";"2013-01-31";"2013-02-27";"2013-02-27";"2013-02-28";99;27;0;1;127;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11267";17;"2012-10-31";"2012-11-30";"2012-12-12";"2013-01-30";"2013-01-31";30;12;49;1;92;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/11268";17;"2012-10-31";"2012-11-29";"2012-12-06";"2013-05-15";"2013-05-16";29;7;160;1;197;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11289";17;"2012-11-05";"2012-11-08";"2012-11-26";"2012-12-12";"2012-12-13";3;18;16;1;38;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/11292";17;"2012-11-05";"2012-11-08";"2012-11-28";"2012-11-28";"2012-11-29";3;20;0;1;24;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11293";17;"2012-11-05";"2012-11-08";"2013-02-27";"2013-02-27";"2013-02-28";3;111;0;1;115;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/11294";17;"2012-11-05";"2012-11-08";"2012-11-28";"2012-11-28";"2012-11-29";3;20;0;1;24;1;0;0;6;0;0;0;0;0;0;0;0;0
"17/11295";17;"2012-11-05";"2012-11-22";"2012-11-26";"2012-12-10";"2012-12-12";17;4;14;2;37;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11314";17;"2012-11-06";"2012-11-09";"2012-11-15";"2012-11-28";"2012-11-29";3;6;13;1;23;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/11315";17;"2012-11-06";"2012-11-09";"2013-04-29";"2013-06-26";"2013-06-28";3;171;58;2;234;0;1;0;10;0;0;0;0;0;0;0;0;0
"17/11317";17;"2012-11-06";"2012-11-08";"2012-11-28";"2012-11-28";"2012-11-29";2;20;0;1;23;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11367";17;"2012-11-07";"2012-11-29";"2012-12-12";"2013-01-29";"2013-01-31";22;13;48;2;85;1;1;0;8;0;0;0;0;0;0;0;0;0
"17/11368";17;"2012-11-07";"2012-11-29";"2013-01-24";"2013-01-30";"2013-01-31";22;56;6;1;85;1;0;0;7;1;0;0;0;0;0;0;0;0
"17/11468";17;"2012-11-14";"2012-11-29";"2012-12-12";"2013-04-24";"2013-04-25";15;13;133;1;162;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/11469";17;"2012-11-14";"2012-11-29";"2013-01-30";"2013-01-30";"2013-01-31";15;62;0;1;78;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/1147";17;"2010-03-23";"2010-03-25";"2010-03-29";"2010-05-05";"2010-05-06";2;4;37;1;44;1;0;0;7;1;1;0;1;0;1;0;1;0
"17/11470";17;"2012-11-14";"2012-11-29";"2012-12-12";"2013-02-27";"2013-03-01";15;13;77;2;107;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11471";17;"2012-11-14";"2013-01-31";"2013-03-07";"2013-05-15";"2013-05-16";78;35;69;1;183;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11472";17;"2012-11-14";"2013-01-31";"2013-03-07";"2013-05-15";"2013-05-16";78;35;69;1;183;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11473";17;"2012-11-14";"2013-02-21";"2013-03-13";"2013-04-17";"2013-04-18";99;20;35;1;155;1;1;0;3;0;0;0;0;0;0;0;0;0
"17/11513";17;"2012-11-19";"2012-11-22";"2012-11-26";"2013-01-16";"2013-01-17";3;4;51;1;59;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11631";17;"2012-11-26";"2012-11-30";"2013-01-16";"2013-02-27";"2013-02-28";4;47;42;1;94;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/11632";17;"2012-11-26";"2012-11-29";"2012-12-10";"2013-01-17";"2013-02-01";3;11;38;15;67;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/11689";17;"2012-11-28";"2012-12-13";"2013-01-16";"2013-02-27";"2013-02-28";15;34;42;1;92;1;1;0;2;1;0;0;0;0;0;0;0;0
"17/11726";17;"2012-11-29";"2012-11-29";"2012-12-12";"2012-12-12";"2012-12-13";0;13;0;1;14;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/11818";17;"2012-12-11";"2012-12-13";"2013-02-22";"2013-02-27";"2013-02-28";2;71;5;1;79;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/11872";17;"2012-12-12";"2013-02-01";"2013-04-24";"2013-05-13";"2013-05-16";51;82;19;3;155;1;1;0;8;0;0;0;0;0;0;0;0;0
"17/12012";17;"2013-01-07";"2013-02-01";"2013-04-11";"2013-04-23";"2013-04-25";25;69;12;2;108;1;0;0;10;0;0;0;0;0;0;0;0;0
"17/12013";17;"2013-01-07";"2013-01-31";"2013-02-21";"2013-04-24";"2013-04-25";24;21;62;1;108;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12014";17;"2013-01-07";"2013-01-31";"2013-02-20";"2013-02-27";"2013-02-28";24;20;7;1;52;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/12015";17;"2013-01-07";"2013-01-17";"2013-01-30";"2013-02-20";"2013-02-21";10;13;21;1;45;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/12032";17;"2013-01-09";"2013-01-17";"2013-02-20";"2013-02-26";"2013-02-28";8;34;6;2;50;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/12033";17;"2013-01-09";"2013-01-17";"2013-02-20";"2013-02-20";"2013-02-21";8;34;0;1;43;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/12034";17;"2013-01-09";"2013-01-31";"2013-03-01";"2013-03-20";"2013-03-21";22;29;19;1;71;1;1;0;3;0;0;0;0;0;0;0;0;0
"17/12046";17;"2013-01-14";"2013-01-17";"2013-01-29";"2013-02-27";"2013-02-28";3;12;29;1;45;1;0;0;6;0;0;0;0;0;0;0;0;0
"17/12057";17;"2013-01-15";"2013-01-17";"2013-01-30";"2013-01-30";"2013-01-31";2;13;0;1;16;1;1;0;10;0;0;0;0;0;0;0;0;0
"17/12058";17;"2013-01-15";"2013-01-17";"2013-01-30";"2013-01-30";"2013-01-31";2;13;0;1;16;1;1;0;5;1;0;0;0;0;0;0;0;0
"17/12059";17;"2013-01-15";"2013-01-17";"2013-02-27";"2013-02-27";"2013-02-28";2;41;0;1;44;1;0;0;8;1;0;0;0;0;0;0;0;0
"17/12163";17;"2013-01-25";"2013-01-31";"2013-04-18";"2013-04-24";"2013-04-25";6;77;6;1;90;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12294";17;"2013-02-06";"2013-02-21";"2013-02-27";"2013-05-10";"2013-05-16";15;6;72;6;99;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12295";17;"2013-02-06";"2013-02-21";"2013-03-14";"2013-04-17";"2013-04-25";15;21;34;8;78;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12297";17;"2013-02-06";"2013-02-21";"2013-02-27";"2013-06-06";"2013-06-27";15;6;99;21;141;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/12301";17;"2013-02-06";"2013-02-21";"2013-03-07";"2013-03-15";"2013-03-21";15;14;8;6;43;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12327";17;"2013-02-14";"2013-02-20";"2013-02-20";"2013-02-20";"2013-02-21";6;0;0;1;7;1;1;0;10;0;0;0;0;0;0;0;0;0
"17/12336";17;"2013-02-14";"2013-02-21";"2013-02-27";"2013-02-28";"2013-03-14";7;6;1;14;28;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/12337";17;"2013-02-14";"2013-02-21";"2013-02-22";"2013-02-27";"2013-02-28";7;1;5;1;14;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/12338";17;"2013-02-14";"2013-02-21";"2013-02-22";"2013-02-27";"2013-02-28";7;1;5;1;14;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/12343";17;"2013-02-14";"2013-02-21";"2013-02-27";"2013-03-01";"2013-03-14";7;6;2;13;28;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/12348";17;"2013-02-14";"2013-02-21";"2013-02-21";"2013-03-01";"2013-03-14";7;0;8;13;28;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/12354";17;"2013-02-14";"2013-02-28";"2013-03-08";"2013-03-19";"2013-03-21";14;8;11;2;35;1;1;0;12;0;0;0;0;0;0;0;0;0
"17/12355";17;"2013-02-14";"2013-02-28";"2013-04-17";"2013-04-18";"2013-04-25";14;48;1;7;70;1;1;0;8;0;0;0;0;0;0;0;0;0
"17/12356";17;"2013-02-14";"2013-02-28";"2013-03-18";"2013-04-17";"2013-04-18";14;18;30;1;63;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/12370";17;"2013-02-19";"2013-02-28";"2013-03-15";"2013-06-03";"2013-06-12";9;15;80;9;113;1;0;0;10;0;0;0;0;0;0;0;0;0
"17/12371";17;"2013-02-19";"2013-02-28";"2013-03-13";"2013-03-14";"2013-03-21";9;13;1;7;30;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/12375";17;"2013-02-19";"2013-02-21";"2013-02-21";"2013-02-27";"2013-02-28";2;0;6;1;9;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/12455";17;"2013-02-25";"2013-03-14";"2013-03-18";"2013-04-17";"2013-04-18";17;4;30;1;52;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/12479";17;"2013-02-26";"2013-03-14";"2013-04-10";"2013-04-17";"2013-04-18";16;27;7;1;51;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/12578";17;"2013-02-28";"2013-03-14";"2013-05-10";"2013-05-15";"2013-05-16";14;57;5;1;77;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12601";17;"2013-03-04";"2013-03-15";"2013-04-18";"2013-05-15";"2013-05-17";11;34;27;2;74;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12602";17;"2013-03-04";"2013-03-15";"2013-04-09";"2013-04-24";"2013-04-25";11;25;15;1;52;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12619";17;"2013-03-04";"2013-03-14";"2013-04-11";"2013-05-15";"2013-05-16";10;28;34;1;73;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/12634";17;"2013-03-06";"2013-03-14";"2013-04-08";"2013-06-12";"2013-06-13";8;25;65;1;99;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12635";17;"2013-03-06";"2013-03-14";"2013-06-12";"2013-06-26";"2013-06-27";8;90;14;1;113;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12636";17;"2013-03-06";"2013-03-15";"2013-04-11";"2013-05-13";"2013-05-16";9;27;32;3;71;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/12637";17;"2013-03-06";"2013-03-14";"2013-04-11";"2013-06-12";"2013-06-14";8;28;62;2;100;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/12638";17;"2013-03-06";"2013-03-14";"2013-03-15";"2013-04-24";"2013-04-25";8;1;40;1;50;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/12639";17;"2013-03-06";"2013-03-14";"2013-04-24";"2013-04-24";"2013-04-25";8;41;0;1;50;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/12640";17;"2013-03-06";"2013-03-14";"2013-04-17";"2013-04-17";"2013-04-18";8;34;0;1;43;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/12726";17;"2013-03-13";"2013-03-21";"2013-04-11";"2013-05-15";"2013-05-16";8;21;34;1;64;0;1;0;1;1;0;0;0;0;0;0;0;0
"17/12727";17;"2013-03-13";"2013-03-21";"2013-04-11";"2013-04-17";"2013-04-18";8;21;6;1;36;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/12769";17;"2013-03-14";"2013-03-21";"2013-04-24";"2013-05-13";"2013-05-16";7;34;19;3;63;1;0;0;8;0;0;0;0;0;0;0;0;0
"17/12856";17;"2013-03-20";"2013-04-18";"2013-05-07";"2013-05-15";"2013-05-16";29;19;8;1;57;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/1288";17;"2010-03-31";"2010-05-06";"2010-05-19";"2010-07-07";"2010-07-08";36;13;49;1;99;1;0;0;13;0;1;0;1;0;1;0;1;0
"17/1291";17;"2010-03-31";"2010-04-22";"2010-04-27";"2010-06-16";"2010-06-17";22;5;50;1;78;1;0;0;5;0;1;0;1;0;1;0;1;0
"17/1292";17;"2010-03-31";"2010-04-22";"2010-05-19";"2010-06-07";"2010-06-11";22;27;19;4;72;1;0;0;10;0;1;0;1;0;1;0;1;0
"17/1293";17;"2010-03-31";"2010-05-06";"2010-05-19";"2010-05-25";"2010-06-10";36;13;6;16;71;1;0;0;13;0;1;0;1;0;1;0;1;0
"17/1294";17;"2010-03-31";"2010-04-22";"2010-05-05";"2010-05-19";"2010-06-10";22;13;14;22;71;1;0;0;12;0;1;0;1;0;1;0;1;0
"17/1295";17;"2010-03-31";"2010-04-22";"2010-05-05";"2010-05-19";"2010-06-10";22;13;14;22;71;1;0;0;12;0;1;0;1;0;1;0;1;0
"17/12951";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-25";"2013-05-16";21;6;1;21;49;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/12952";17;"2013-03-28";"2013-04-18";"2013-05-15";"2013-06-03";"2013-06-12";21;27;19;9;76;1;0;0;10;0;0;0;0;0;0;0;0;0
"17/12953";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-30";"2013-05-16";21;6;6;16;49;1;0;0;8;0;0;0;0;0;0;0;0;0
"17/12954";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";21;6;2;20;49;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/12955";17;"2013-03-28";"2013-04-18";"2013-04-18";"2013-05-08";"2013-05-16";21;0;20;8;49;1;0;0;7;1;0;0;0;0;0;0;0;0
"17/12956";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-24";"2013-05-16";21;6;0;22;49;1;1;0;8;1;0;0;0;0;0;0;0;0
"17/12957";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-05-15";"2013-06-07";21;6;21;23;71;1;0;0;8;1;0;0;0;0;0;0;0;0
"17/12958";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";21;6;2;20;49;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/12959";17;"2013-03-28";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";21;6;2;20;49;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1296";17;"2010-03-31";"2010-05-06";"2010-05-19";"2010-05-20";"2010-06-10";36;13;1;21;71;1;1;0;2;1;1;0;1;0;1;0;1;0
"17/13021";17;"2013-04-10";"2013-04-18";"2013-05-07";"2013-05-15";"2013-05-16";8;19;8;1;36;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/13022";17;"2013-04-10";"2013-04-18";"2013-04-22";"2013-05-15";"2013-05-16";8;4;23;1;36;1;1;0;3;0;0;0;0;0;0;0;0;0
"17/13023";17;"2013-04-10";"2013-04-18";"2013-05-15";"2013-05-15";"2013-05-16";8;27;0;1;36;1;1;0;10;0;0;0;0;0;0;0;0;0
"17/13024";17;"2013-04-10";"2013-04-18";"2013-04-18";"2013-05-08";"2013-05-16";8;0;20;8;36;1;0;0;7;1;0;0;0;0;0;0;0;0
"17/13025";17;"2013-04-10";"2013-04-18";"2013-04-18";"2013-05-08";"2013-05-16";8;0;20;8;36;1;1;0;7;1;0;0;0;0;0;0;0;0
"17/13026";17;"2013-04-10";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";8;6;2;20;36;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/13027";17;"2013-04-10";"2013-04-18";"2013-04-24";"2013-05-14";"2013-05-16";8;6;20;2;36;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/13028";17;"2013-04-10";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";8;6;2;20;36;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/13029";17;"2013-04-10";"2013-04-18";"2013-04-24";"2013-04-26";"2013-05-16";8;6;2;20;36;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/13030";17;"2013-04-10";"2013-04-18";"2013-04-18";"2013-04-26";"2013-05-16";8;0;8;20;36;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/13031";17;"2013-04-10";"2013-04-18";"2013-04-18";"2013-04-26";"2013-05-16";8;0;8;20;36;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/13032";17;"2013-04-10";"2013-04-18";"2013-04-24";"2013-05-15";"2013-05-16";8;6;21;1;36;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/13057";17;"2013-04-15";"2013-04-18";"2013-06-20";"2013-06-26";"2013-06-27";3;63;6;1;73;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13058";17;"2013-04-15";"2013-04-19";"2013-04-24";"2013-06-12";"2013-06-13";4;5;49;1;59;1;0;0;8;0;0;0;0;0;0;0;0;0
"17/13059";17;"2013-04-15";"2013-04-18";"2013-04-18";"2013-04-25";"2013-05-16";3;0;7;21;31;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/13061";17;"2013-04-15";"2013-04-18";"2013-04-18";"2013-04-25";"2013-05-16";3;0;7;21;31;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/13062";17;"2013-04-15";"2013-04-18";"2013-05-13";"2013-06-05";"2013-06-07";3;25;23;2;53;1;1;0;10;0;0;0;0;0;0;0;0;0
"17/13063";17;"2013-04-15";"2013-04-25";"2013-05-15";"2013-05-15";"2013-06-07";10;20;0;23;53;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/13079";17;"2013-04-16";"2013-04-18";"2013-06-12";"2013-06-12";"2013-06-14";2;55;0;2;59;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/13080";17;"2013-04-16";"2013-04-19";"2013-05-07";"2013-06-26";"2013-06-27";3;18;50;1;72;0;0;0;2;1;0;0;0;0;0;0;0;0
"17/13081";17;"2013-04-16";"2013-04-19";"2013-06-05";"2013-06-05";"2013-06-06";3;47;0;1;51;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/13082";17;"2013-04-16";"2013-04-19";"2013-04-24";"2013-04-24";"2013-04-25";3;5;0;1;9;0;1;0;5;0;0;0;0;0;0;0;0;0
"17/13083";17;"2013-04-16";"2013-04-18";"2013-06-05";"2013-06-05";"2013-06-07";2;48;0;2;52;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/13221";17;"2013-04-23";"2013-04-25";"2013-05-10";"2013-06-26";"2013-06-27";2;15;47;1;65;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13222";17;"2013-04-23";"2013-04-25";"2013-06-06";"2013-06-12";"2013-06-13";2;42;6;1;51;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13416";17;"2013-05-08";"2013-05-16";"2013-06-05";"2013-06-07";"2013-06-13";8;20;2;6;36;1;1;0;7;1;0;0;0;0;0;0;0;0
"17/13417";17;"2013-05-10";"2013-05-16";"2013-06-05";"2013-06-05";"2013-06-13";6;20;0;8;34;1;0;0;8;1;0;0;0;0;0;0;0;0
"17/13418";17;"2013-05-10";"2013-05-16";"2013-06-05";"2013-06-05";"2013-06-13";6;20;0;8;34;1;1;0;1;1;0;0;0;0;0;0;0;0
"17/13419";17;"2013-05-08";"2013-05-16";"2013-05-27";"2013-06-12";"2013-06-13";8;11;16;1;36;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13423";17;"2013-05-08";"2013-06-07";"2013-06-25";"2013-06-26";"2013-06-27";30;18;1;1;50;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13428";17;"2013-05-10";"2013-05-16";"2013-06-12";"2013-06-26";"2013-06-27";6;27;14;1;48;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13704";17;"2013-06-04";"2013-06-07";"2013-06-12";"2013-06-26";"2013-06-27";3;5;14;1;23;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/13707";17;"2013-06-04";"2013-06-07";"2013-06-20";"2013-06-26";"2013-06-27";3;13;6;1;23;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/13829";17;"2013-06-10";"2013-06-12";"2013-06-12";"2013-06-12";"2013-06-13";2;0;0;1;3;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/13834";17;"2013-06-10";"2013-06-13";"2013-06-26";"2013-06-26";"2013-06-27";3;13;0;1;17;1;0;0;8;0;0;0;0;0;0;0;0;0
"17/13870";17;"2013-06-11";"2013-06-14";"2013-06-26";"2013-06-26";"2013-06-27";3;12;0;1;16;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1393";17;"2010-04-19";"2010-04-22";"2010-06-11";"2010-06-16";"2010-06-17";3;50;5;1;59;1;1;0;7;1;1;0;1;0;1;0;1;0
"17/1394";17;"2010-04-19";"2010-04-22";"2010-05-21";"2010-06-15";"2010-06-17";3;29;25;2;59;1;0;0;13;0;1;0;1;0;1;0;1;0
"17/1395";17;"2010-04-19";"2010-05-06";"2010-05-19";"2010-05-25";"2010-06-17";17;13;6;23;59;1;0;0;1;1;1;0;1;0;1;0;1;0
"17/1400";17;"2010-04-20";"2010-04-22";"2010-05-05";"2010-05-19";"2010-05-20";2;13;14;1;30;1;0;0;10;0;1;0;1;0;1;0;1;0
"17/14000";17;"2013-06-24";"2013-06-25";"2013-06-26";"2013-06-27";"2013-06-28";1;1;1;1;4;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/15";17;"2009-11-09";"2009-11-12";"2009-11-25";"2009-12-02";"2009-12-04";3;13;7;2;25;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1544";17;"2010-05-03";"2010-05-05";"2010-05-05";"2010-05-05";"2010-05-07";2;0;0;2;4;1;0;0;5;1;1;0;1;0;1;0;1;0
"17/1551";17;"2010-05-04";"2010-05-07";"2010-06-02";"2010-06-17";"2010-06-18";3;26;15;1;45;1;1;0;10;1;1;0;1;0;1;0;1;0
"17/1552";17;"2010-05-04";"2010-05-07";"2010-06-16";"2010-06-16";"2010-06-18";3;40;0;2;45;1;1;0;10;1;1;0;1;0;1;0;1;0
"17/1684";17;"2010-05-12";"2010-05-20";"2010-06-09";"2010-06-16";"2010-06-17";8;20;7;1;36;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/1685";17;"2010-05-11";"2010-05-19";"2010-05-19";"2010-05-19";"2010-05-21";8;0;0;2;10;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/1696";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-10";"2010-06-17";6;20;1;7;34;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/1697";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-16";"2010-06-17";6;20;7;1;34;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1698";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-16";"2010-06-17";6;20;7;1;34;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1699";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-14";"2010-06-17";6;20;5;3;34;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1700";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-14";"2010-06-17";6;20;5;3;34;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1701";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-14";"2010-06-17";6;20;5;3;34;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1702";17;"2010-05-14";"2010-05-20";"2010-06-16";"2010-06-16";"2010-06-17";6;27;0;1;34;1;0;0;7;1;0;0;0;0;0;0;0;0
"17/1703";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-15";"2010-06-17";6;20;6;2;34;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/1704";17;"2010-05-14";"2010-05-20";"2010-06-09";"2010-06-15";"2010-06-17";6;20;6;2;34;1;1;0;6;0;0;0;0;0;0;0;0;0
"17/1719";17;"2010-05-17";"2010-05-20";"2010-06-09";"2010-07-07";"2010-07-08";3;20;28;1;52;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/1720";17;"2010-05-17";"2010-05-21";"2010-06-16";"2010-07-07";"2010-07-08";4;26;21;1;52;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/1878";17;"2010-05-27";"2010-06-10";"2010-06-16";"2010-09-29";"2010-09-30";14;6;105;1;126;1;0;0;3;0;0;0;0;0;0;0;0;0
"17/1899";17;"2010-06-02";"2010-06-10";"2010-06-16";"2010-07-07";"2010-07-08";8;6;21;1;36;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/1939";17;"2010-06-07";"2010-06-10";"2010-06-16";"2010-06-16";"2010-06-17";3;6;0;1;10;1;1;0;3;0;0;0;0;0;0;0;0;0
"17/1940";17;"2010-06-07";"2010-06-10";"2010-06-16";"2010-06-16";"2010-06-17";3;6;0;1;10;1;1;0;2;1;0;0;0;0;0;0;0;0
"17/1943";17;"2010-06-07";"2010-06-10";"2010-06-16";"2010-06-21";"2010-07-08";3;6;5;17;31;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1944";17;"2010-06-07";"2010-06-10";"2010-06-16";"2010-06-21";"2010-07-08";3;6;5;17;31;1;1;0;5;0;0;0;0;0;0;0;0;0
"17/1945";17;"2010-06-07";"2010-06-17";"2010-06-18";"2010-07-07";"2010-07-08";10;1;19;1;31;1;0;0;2;1;0;0;0;0;0;0;0;0
"17/1952";17;"2010-06-08";"2010-06-10";"2010-06-10";"2010-06-30";"2010-07-02";2;0;20;2;24;1;0;0;5;0;0;0;0;0;0;0;0;0
"17/1953";17;"2010-06-08";"2010-06-11";"2010-06-14";"2010-06-16";"2010-06-17";3;3;2;1;9;1;0;0;8;1;0;0;0;0;0;0;0;0
"17/1954";17;"2010-06-08";"2010-06-10";"2010-06-16";"2010-12-15";"2010-12-16";2;6;182;1;191;1;0;0;12;0;0;0;0;0;0;0;0;0
"17/200";17;"2010-01-01";"2010-01-22";"2010-01-27";"2010-03-12";"2010-03-19";21;5;44;7;77;1;0;0;5;1;0;0;0;0;0;0;0;0
"17/2067";17;"2010-06-11";"2010-06-17";"2010-06-30";"2010-07-01";"2010-07-08";6;13;1;7;27;1;0;0;13;0;0;0;0;0;0;0;0;0
"17/2068";17;"2010-06-11";"2010-06-17";"2010-09-29";"2010-10-26";"2010-11-11";6;104;27;16;153;1;0;0;1;1;0;0;0;0;0;0;0;0
"17/2249";17;"2010-06-21";"2010-07-01";"2010-07-06";"2010-10-27";"2010-10-28";10;5;113;1;129;1;1;0;5;0;0;0;0;0;0;0;0;0
