"docno";"lp";"date_bt_ini";"date_com_as";"date_com_ini";"date_com_out";"date_bt_out";"phase1";"phase2";"phase3";"phase4";"phase_total";"completed";"zustimmg";"election";"leadingcom";"compresOpp";"potLoss_emp";"potGain_emp";"potLoss_same90";"potGain_same90";"potLoss_past";"potGain_past";"potLoss_com";"potGain_com"
"15/3169";15;"2004-05-21";"2004-06-17";"2004-06-30";"2004-09-29";"2004-10-01";27;13;91;2;133;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3170";15;"2004-05-21";"2004-05-27";"2004-06-16";"2004-06-16";"2004-06-17";6;20;0;1;27;1;1;0;6;0;0;0;0;0;0;0;0;0
"15/3171";15;"2004-05-21";"2004-05-27";"2004-05-28";"2004-06-01";"2004-06-17";6;1;4;16;27;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3172";15;"2004-05-21";"2004-05-27";"2004-06-16";"2004-06-16";"2004-06-17";6;20;0;1;27;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3173";15;"2004-05-21";"2004-05-27";"2004-06-16";"2004-06-16";"2004-06-17";6;20;0;1;27;1;0;0;8;1;0;0;0;0;0;0;0;0
"15/3174";15;"2004-05-24";"2004-05-27";"2004-05-28";"2004-07-01";"2004-07-01";3;1;34;0;38;1;0;0;5;0;0;0;0;0;0;0;0;0
"15/3176";15;"2004-05-21";"2004-05-27";"2004-06-16";"2004-06-16";"2004-06-17";6;20;0;1;27;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3177";15;"2004-05-21";"2004-05-27";"2004-06-16";"2004-06-18";"2004-07-01";6;20;2;13;41;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/3178";15;"2004-05-21";"2004-07-01";"2004-09-22";"2004-09-29";"2004-09-30";41;83;7;1;132;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3189";15;"2004-05-25";"2004-05-27";"2004-05-28";"2004-06-16";"2004-06-18";2;1;19;2;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3278";15;"2004-06-10";"2004-06-17";"2004-06-30";"2004-10-27";"2004-10-28";7;13;119;1;140;1;0;0;10;0;0;0;0;0;0;0;0;0
"15/3279";15;"2004-06-10";"2004-06-17";"2004-06-30";"2004-06-30";"2004-07-01";7;13;0;1;21;1;0;0;10;0;0;0;0;0;0;0;0;0
"15/3280";15;"2004-06-10";"2004-06-17";"2004-06-30";"2004-12-01";"2004-12-03";7;13;154;2;176;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3281";15;"2004-06-10";"2004-06-17";"2004-09-29";"2004-10-27";"2004-10-28";7;104;28;1;140;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/3305";15;"2004-06-15";"2004-06-17";"2004-06-30";"2004-06-30";"2004-07-01";2;13;0;1;16;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/3306";15;"2004-06-15";"2004-06-17";"2004-06-30";"2004-06-30";"2004-07-01";2;13;0;1;16;0;1;0;3;0;0;0;0;0;0;0;0;0
"15/3349";15;"2004-06-16";"2004-07-01";"2004-09-29";"2004-10-20";"2004-10-21";15;90;21;1;127;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3350";15;"2004-06-16";"2004-07-01";"2004-10-27";"2004-11-09";"2004-11-11";15;118;13;2;148;1;0;0;10;0;0;0;0;0;0;0;0;0
"15/3351";15;"2004-06-16";"2004-07-01";"2004-12-01";"2005-01-26";"2005-01-27";15;153;56;1;225;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3352";15;"2004-06-16";"2004-07-01";"2004-09-22";"2004-09-29";"2004-10-21";15;83;7;22;127;1;0;0;8;1;0;0;0;0;0;0;0;0
"15/3353";15;"2004-06-16";"2004-07-01";"2004-09-22";"2004-09-22";"2004-09-23";15;83;0;1;99;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/3354";15;"2004-06-16";"2004-07-01";"2004-09-22";"2004-09-22";"2004-09-23";15;83;0;1;99;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/3404";15;"2004-06-21";"2004-07-01";"2004-07-02";"2004-09-22";"2004-09-24";10;1;82;2;95;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3405";15;"2004-06-21";"2004-07-01";"2004-09-29";"2004-10-27";"2004-10-29";10;90;28;2;130;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3406";15;"2004-06-21";"2004-09-23";"2004-11-10";"2004-11-22";"2004-11-25";94;48;12;3;157;1;0;0;7;0;0;0;0;0;0;0;0;0
"15/3416";15;"2004-06-24";"2004-06-30";"2004-09-22";"2004-09-29";"2004-09-30";6;84;7;1;98;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/3417";15;"2004-06-24";"2004-07-01";"2004-09-22";"2004-11-10";"2004-11-12";7;83;49;2;141;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3418";15;"2004-06-24";"2004-07-01";"2004-07-02";"2004-10-20";"2004-10-22";7;1;110;2;120;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3419";15;"2004-06-24";"2004-07-01";"2004-10-27";"2004-10-27";"2004-10-29";7;118;0;2;127;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3421";15;"2004-06-24";"2004-07-01";"2004-10-27";"2004-10-27";"2004-10-29";7;118;0;2;127;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3439";15;"2004-06-29";"2004-07-01";"2004-10-27";"2004-10-27";"2004-10-29";2;118;0;2;122;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3442";15;"2004-06-29";"2004-07-02";"2004-09-06";"2004-09-23";"2004-09-24";3;66;17;1;87;1;0;0;5;1;0;0;0;0;0;0;0;0
"15/3443";15;"2004-06-29";"2004-07-01";"2004-07-02";"2004-10-20";"2004-10-21";2;1;110;1;114;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/3444";15;"2004-06-29";"2004-07-01";"2004-09-22";"2004-09-29";"2004-10-01";2;83;7;2;94;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/3445";15;"2004-06-29";"2004-07-02";"2004-09-22";"2004-10-27";"2004-10-29";3;82;35;2;122;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3447";15;"2004-07-01";"2004-07-01";"2004-09-07";"2004-09-07";"2004-09-08";0;68;0;1;69;1;0;0;8;1;0;0;0;0;0;0;0;0
"15/350";15;"2003-01-28";"2003-01-30";"2003-02-19";"2003-07-01";"2003-07-03";2;20;132;2;156;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3593";15;"2004-07-14";"2004-09-23";"2004-09-29";"2004-11-10";"2004-11-11";71;6;42;1;120;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3596";15;"2004-07-14";"2004-12-02";"2005-01-19";"2005-01-21";"2005-02-18";141;48;2;28;219;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3640";15;"2004-08-12";"2004-09-10";"2004-09-20";"2005-03-09";"2005-03-11";29;10;170;2;211;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3641";15;"2004-08-12";"2004-09-23";"2004-09-29";"2004-10-27";"2004-10-28";42;6;28;1;77;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3653";15;"2004-08-24";"2004-09-23";"2004-10-20";"2004-10-27";"2004-10-28";30;27;7;1;65;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3654";15;"2004-08-24";"2004-09-07";"2004-09-10";"2004-09-29";"2004-10-01";14;3;19;2;38;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3655";15;"2004-08-24";"2004-09-23";"2004-09-29";"2004-10-20";"2004-10-21";30;6;21;1;58;1;1;0;10;1;0;0;0;0;0;0;0;0
"15/3657";15;"2004-08-24";"2004-09-23";"2004-10-20";"2004-11-22";"2004-11-26";30;27;33;4;94;1;1;0;6;0;0;0;0;0;0;0;0;0
"15/3658";15;"2004-08-24";"2004-09-23";"2004-10-20";"2004-10-20";"2004-10-21";30;27;0;1;58;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3660";15;"2004-08-13";"2004-09-10";"2004-09-29";"2004-11-19";"2004-11-26";28;19;51;7;105;1;0;0;5;1;0;0;0;0;0;0;0;0
"15/3671";15;"2004-09-03";"2004-09-07";"2004-09-10";"2004-09-29";"2004-10-01";4;3;19;2;28;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/3672";15;"2004-09-03";"2004-09-07";"2004-10-20";"2004-10-20";"2004-10-22";4;43;0;2;49;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3673";15;"2004-09-03";"2004-09-07";"2004-09-22";"2004-10-20";"2004-10-22";4;15;28;2;49;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/3674";15;"2004-09-06";"2004-09-09";"2004-09-22";"2004-09-22";"2004-09-24";3;13;0;2;18;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3676";15;"2004-09-06";"2004-09-09";"2004-09-22";"2004-10-27";"2004-10-28";3;13;35;1;52;1;1;0;10;0;0;0;0;0;0;0;0;0
"15/3677";15;"2004-09-06";"2004-09-07";"2004-09-10";"2004-10-27";"2004-10-28";1;3;47;1;52;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3678";15;"2004-09-06";"2004-09-09";"2004-09-22";"2004-09-29";"2004-10-01";3;13;7;2;25;1;0;0;1;1;0;0;0;0;0;0;0;0
"15/3679";15;"2004-09-06";"2004-09-07";"2004-09-10";"2004-09-29";"2004-09-30";1;3;19;1;24;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/3681";15;"2004-09-06";"2004-09-07";"2004-09-10";"2004-09-29";"2004-10-01";1;3;19;2;25;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/371";15;"2003-01-29";"2003-02-13";"2003-02-19";"2003-04-09";"2003-04-10";15;6;49;1;71;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3753";15;"2004-09-23";"2004-09-30";"2004-11-10";"2004-11-10";"2004-11-11";7;41;0;1;49;1;1;0;10;0;0;0;0;0;0;0;0;0
"15/3781";15;"2004-09-27";"2004-09-30";"2004-10-20";"2004-10-20";"2004-10-22";3;20;0;2;25;0;1;0;5;0;0;0;0;0;0;0;0;0
"15/3782";15;"2004-09-27";"2004-09-30";"2004-10-20";"2004-10-26";"2004-10-28";3;20;6;2;31;1;1;0;7;0;0;0;0;0;0;0;0;0
"15/3783";15;"2004-09-27";"2004-09-30";"2004-10-27";"2004-10-27";"2004-10-28";3;27;0;1;31;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/3784";15;"2004-09-27";"2004-09-30";"2004-10-27";"2004-11-10";"2004-11-11";3;27;14;1;45;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/3785";15;"2004-09-27";"2004-09-30";"2004-10-20";"2004-10-20";"2004-10-21";3;20;0;1;24;1;0;0;5;0;0;0;0;0;0;0;0;0
"15/3786";15;"2004-09-27";"2004-09-30";"2004-10-20";"2004-10-27";"2004-10-28";3;20;7;1;31;1;1;0;8;1;0;0;0;0;0;0;0;0
"15/3787";15;"2004-09-27";"2004-09-30";"2004-10-20";"2004-10-27";"2004-10-28";3;20;7;1;31;1;1;0;8;1;0;0;0;0;0;0;0;0
"15/38";15;"2002-11-06";"2002-11-14";"2002-12-18";"2003-04-09";"2003-04-11";8;34;112;2;156;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3879";15;"2004-10-01";"2004-10-28";"2005-01-19";"2005-01-20";"2005-01-27";27;83;1;7;118;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3880";15;"2004-10-01";"2004-10-28";"2004-12-15";"2004-12-15";"2004-12-16";27;48;0;1;76;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/3881";15;"2004-10-01";"2004-10-21";"2004-11-10";"2004-11-10";"2004-11-11";20;20;0;1;41;1;1;0;8;1;0;0;0;0;0;0;0;0
"15/3882";15;"2004-10-01";"2004-10-28";"2004-12-15";"2005-02-15";"2005-02-24";27;48;62;9;146;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3883";15;"2004-10-01";"2004-10-28";"2004-12-15";"2005-02-15";"2005-02-24";27;48;62;9;146;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3884";15;"2004-10-01";"2004-10-28";"2004-12-15";"2005-02-15";"2005-02-24";27;48;62;9;146;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3885";15;"2004-10-01";"2004-10-28";"2004-12-15";"2005-02-15";"2005-02-24";27;48;62;9;146;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3886";15;"2004-10-01";"2004-10-28";"2004-12-15";"2005-02-15";"2005-02-24";27;48;62;9;146;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3917";15;"2004-10-14";"2004-10-28";"2004-11-10";"2005-04-13";"2005-04-15";14;13;154;2;183;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/3918";15;"2004-10-14";"2004-10-21";"2004-11-24";"2004-11-24";"2004-11-24";7;34;0;0;41;1;0;0;8;0;0;0;0;0;0;0;0;0
"15/3931";15;"2004-10-18";"2004-10-21";"2004-12-01";"2004-12-01";"2004-12-03";3;41;0;2;46;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/3932";15;"2004-10-18";"2004-10-21";"2004-10-27";"2004-12-01";"2004-12-03";3;6;35;2;46;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3937";15;"2004-10-19";"2004-10-21";"2004-11-23";"2004-11-23";"2004-11-23";2;33;0;0;35;1;0;0;8;1;0;0;0;0;0;0;0;0
"15/3943";15;"2004-10-19";"2004-10-21";"2004-10-27";"2004-11-10";"2004-11-11";2;6;14;1;23;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3944";15;"2004-10-19";"2004-10-21";"2004-10-27";"2004-11-10";"2004-11-11";2;6;14;1;23;1;0;0;5;0;0;0;0;0;0;0;0;0
"15/396";15;"2003-02-03";"2003-02-13";"2003-02-19";"2003-03-12";"2003-03-13";10;6;21;1;38;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/3966";15;"2004-10-20";"2004-10-21";"2004-10-27";"2004-10-27";"2004-10-28";1;6;0;1;8;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/3979";15;"2004-10-20";"2004-10-28";"2004-11-10";"2004-11-10";"2004-11-11";8;13;0;1;22;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/3980";15;"2004-10-20";"2004-10-28";"2004-12-01";"2005-01-26";"2005-01-27";8;34;56;1;99;1;1;0;10;1;0;0;0;0;0;0;0;0
"15/3981";15;"2004-10-20";"2004-10-28";"2004-11-10";"2004-11-10";"2004-11-11";8;13;0;1;22;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/3982";15;"2004-10-20";"2004-10-28";"2004-12-01";"2004-12-03";"2005-01-20";8;34;2;48;92;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/3983";15;"2004-10-20";"2004-10-28";"2004-11-23";"2004-12-01";"2004-12-03";8;26;8;2;44;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/4020";15;"2004-10-15";"2004-10-21";"2004-10-27";"2004-11-17";"2004-11-23";6;6;21;6;39;1;0;0;5;1;0;0;0;0;0;0;0;0
"15/4023";15;"2004-10-26";"2004-11-11";"2004-12-01";"2005-01-19";"2005-01-20";16;20;49;1;86;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/4026";15;"2004-10-26";"2004-10-28";"2004-11-10";"2004-11-10";"2004-11-11";2;13;0;1;16;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/4067";15;"2004-10-28";"2004-11-11";"2005-01-19";"2005-02-23";"2005-02-25";14;69;35;2;120;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/4119";15;"2004-11-05";"2004-11-11";"2004-12-01";"2004-12-15";"2004-12-17";6;20;14;2;42;1;1;0;7;0;0;0;0;0;0;0;0;0
"15/4132";15;"2004-11-09";"2004-11-12";"2004-12-01";"2004-12-01";"2004-12-03";3;19;0;2;24;1;0;0;10;1;0;0;0;0;0;0;0;0
"15/4133";15;"2004-11-09";"2004-11-11";"2004-11-24";"2004-11-24";"2004-11-25";2;13;0;1;16;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/4134";15;"2004-11-09";"2004-11-11";"2004-12-01";"2005-03-16";"2005-03-17";2;20;105;1;128;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/420";15;"2003-02-07";"2003-03-13";"2003-04-09";"2003-05-07";"2003-05-09";34;27;28;2;91;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/4228";15;"2004-11-17";"2004-11-25";"2004-12-01";"2005-01-26";"2005-01-27";8;6;56;1;71;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/4230";15;"2004-11-17";"2005-01-27";"2005-03-16";"2005-05-11";"2005-05-12";71;48;56;1;176;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/4231";15;"2004-11-17";"2004-12-02";"2004-12-15";"2005-01-19";"2005-02-24";15;13;35;36;99;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4232";15;"2004-11-17";"2005-01-27";"2005-03-16";"2005-05-11";"2005-05-12";71;48;56;1;176;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/4233";15;"2004-11-17";"2005-01-27";"2005-03-16";"2005-05-11";"2005-05-12";71;48;56;1;176;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/4234";15;"2004-11-17";"2004-11-23";"2004-11-24";"2005-01-19";"2005-01-20";6;1;56;1;64;1;1;0;7;0;0;0;0;0;0;0;0;0
"15/4246";15;"2004-11-23";"2004-11-23";"2004-12-01";"2004-12-01";"2004-12-03";0;8;0;2;10;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/4293";15;"2004-11-29";"2004-12-02";"2004-12-15";"2005-01-26";"2005-01-27";3;13;42;1;59;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/4294";15;"2004-11-29";"2004-12-02";"2004-12-15";"2005-02-16";"2005-02-17";3;13;63;1;80;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/4321";15;"2004-11-29";"2004-12-02";"2004-12-15";"2005-02-16";"2005-02-17";3;13;63;1;80;1;0;0;5;0;0;0;0;0;0;0;0;0
"15/4467";15;"2004-12-03";"2004-12-16";"2005-01-19";"2005-01-21";"2005-01-27";13;34;2;6;55;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/4485";15;"2004-12-13";"2004-12-16";"2005-02-16";"2005-02-16";"2005-02-17";3;62;0;1;66;1;1;0;8;0;0;0;0;0;0;0;0;0
"15/4486";15;"2004-12-13";"2005-01-20";"2005-01-26";"2005-02-23";"2005-02-24";38;6;28;1;73;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/4492";15;"2004-12-14";"2004-12-16";"2005-01-19";"2005-01-26";"2005-01-28";2;34;7;2;45;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/4493";15;"2004-12-14";"2004-12-17";"2005-01-19";"2005-06-01";"2005-06-03";3;33;133;2;171;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/4533";15;"2004-12-15";"2005-01-21";"2005-01-26";"2005-05-11";"2005-05-12";37;5;105;1;148;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/4538";15;"2004-12-16";"2005-01-21";"2005-01-26";"2005-06-15";"2005-06-17";36;5;140;2;183;0;0;0;10;0;0;0;0;0;0;0;0;0
"15/4637";15;"2005-01-12";"2005-01-20";"2005-01-26";"2005-01-26";"2005-01-27";8;6;0;1;15;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/4638";15;"2005-01-12";"2005-01-20";"2005-01-26";"2005-01-26";"2005-01-27";8;6;0;1;15;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/4639";15;"2005-01-13";"2005-01-20";"2005-01-31";"2005-01-31";"2005-02-17";7;11;0;17;35;1;1;0;8;0;0;0;0;0;0;0;0;0
"15/4640";15;"2005-01-13";"2005-01-20";"2005-01-26";"2005-02-24";"2005-02-24";7;6;29;0;42;1;0;0;5;0;0;0;0;0;0;0;0;0
"15/4641";15;"2005-01-13";"2005-01-20";"2005-01-26";"2005-05-11";"2005-05-12";7;6;105;1;119;0;0;0;6;0;0;0;0;0;0;0;0;0
"15/4696";15;"2005-01-21";"2005-01-27";"2005-02-23";"2005-02-23";"2005-03-10";6;27;0;15;48;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4736";15;"2005-01-26";"2005-02-24";"2005-03-16";"2005-03-16";"2005-03-17";29;20;0;1;50;1;1;0;6;0;0;0;0;0;0;0;0;0
"15/4784";15;"2005-01-31";"2005-02-17";"2005-02-23";"2005-03-16";"2005-03-17";17;6;21;1;45;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/4832";15;"2005-02-15";"2005-02-18";"2005-02-23";"2005-03-09";"2005-03-11";3;5;14;2;24;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/4833";15;"2005-02-15";"2005-02-18";"2005-02-23";"2005-04-20";"2005-04-22";3;5;56;2;66;0;1;0;2;0;0;0;0;0;0;0;0;0
"15/4834";15;"2005-02-15";"2005-02-18";"2005-02-23";"2005-03-16";"2005-03-18";3;5;21;2;31;0;1;0;6;0;0;0;0;0;0;0;0;0
"15/4900";15;"2005-02-18";"2005-02-24";"2005-04-14";"2005-05-11";"2005-05-12";6;49;27;1;83;0;1;0;8;1;0;0;0;0;0;0;0;0
"15/4919";15;"2005-02-21";"2005-02-24";"2005-03-09";"2005-03-16";"2005-03-17";3;13;7;1;24;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/4924";15;"2005-02-22";"2005-02-24";"2005-02-25";"2005-04-13";"2005-04-15";2;1;47;2;52;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/4925";15;"2005-02-22";"2005-02-24";"2005-03-16";"2005-05-11";"2005-05-12";2;20;56;1;79;1;1;0;8;1;0;0;0;0;0;0;0;0
"15/4977";15;"2005-02-25";"2005-03-10";"2005-03-16";"2005-04-19";"2005-04-21";13;6;34;2;55;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/4978";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4979";15;"2005-02-25";"2005-03-17";"2005-04-13";"2005-04-19";"2005-04-21";20;27;6;2;55;1;0;0;12;0;0;0;0;0;0;0;0;0
"15/4980";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4981";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4982";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4983";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4984";15;"2005-02-25";"2005-03-17";"2005-04-20";"2005-04-20";"2005-05-12";20;34;0;22;76;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/4998";15;"2005-03-03";"2005-03-10";"2005-03-16";"2005-05-11";"2005-05-12";7;6;56;1;70;0;0;0;1;1;0;0;0;0;0;0;0;0
"15/4999";15;"2005-03-03";"2005-03-10";"2005-03-16";"2005-04-21";"2005-04-21";7;6;36;0;49;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/5002";15;"2005-03-03";"2005-03-10";"2005-03-16";"2005-03-16";"2005-03-17";7;6;0;1;14;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/509";15;"2003-02-26";"2003-03-20";"2003-04-02";"2003-04-22";"2003-05-22";22;13;20;30;85;1;1;0;7;0;0;0;0;0;0;0;0;0
"15/5091";15;"2005-03-14";"2005-03-18";"2005-04-20";"2005-06-15";"2005-06-16";4;33;56;1;94;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/5092";15;"2005-03-14";"2005-03-18";"2005-04-20";"2005-06-15";"2005-06-16";4;33;56;1;94;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/510";15;"2003-02-26";"2003-04-03";"2003-04-09";"2003-04-09";"2003-04-11";36;6;0;2;44;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/5150";15;"2005-03-17";"2005-04-14";"2005-06-15";"2005-06-29";"2005-06-30";28;62;14;1;105;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/520";15;"2003-03-05";"2003-03-13";"2003-04-09";"2003-06-25";"2003-06-26";8;27;77;1;113;1;1;0;12;0;0;0;0;0;0;0;0;0
"15/5213";15;"2005-04-07";"2005-04-15";"2005-04-20";"2005-06-15";"2005-06-17";8;5;56;2;71;0;1;0;12;0;0;0;0;0;0;0;0;0
"15/5215";15;"2005-04-07";"2005-04-14";"2005-04-20";"2005-04-20";"2005-04-21";7;6;0;1;14;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/5216";15;"2005-04-07";"2005-04-14";"2005-05-11";"2005-05-11";"2005-05-12";7;27;0;1;35;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/5217";15;"2005-04-07";"2005-04-14";"2005-04-20";"2005-04-20";"2005-04-21";7;6;0;1;14;1;0;0;3;0;0;0;0;0;0;0;0;0
"15/5220";15;"2005-04-07";"2005-04-14";"2005-04-20";"2005-05-10";"2005-05-12";7;6;20;2;35;1;0;0;7;0;0;0;0;0;0;0;0;0
"15/5221";15;"2005-04-07";"2005-04-14";"2005-04-20";"2005-06-01";"2005-06-03";7;6;42;2;57;1;1;0;5;0;0;0;0;0;0;0;0;0
"15/5222";15;"2005-04-07";"2005-04-14";"2005-05-11";"2005-05-11";"2005-05-12";7;27;0;1;35;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/5226";15;"2005-04-11";"2005-04-14";"2005-05-11";"2005-06-29";"2005-06-30";3;27;49;1;80;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/5244";15;"2005-04-12";"2005-04-14";"2005-06-15";"2005-06-15";"2005-06-17";2;62;0;2;66;1;1;0;13;1;0;0;0;0;0;0;0;0
"15/5284";15;"2005-04-14";"2005-04-21";"2005-06-01";"2005-06-15";"2005-06-16";7;41;14;1;63;1;1;0;7;0;0;0;0;0;0;0;0;0
"15/5313";15;"2005-04-19";"2005-04-22";"2005-06-15";"2005-06-15";"2005-06-17";3;54;0;2;59;1;0;0;13;1;0;0;0;0;0;0;0;0
"15/5314";15;"2005-04-19";"2005-04-21";"2005-05-11";"2005-05-11";"2005-05-12";2;20;0;1;23;1;0;0;2;0;0;0;0;0;0;0;0;0
"15/5315";15;"2005-04-19";"2005-04-21";"2005-06-01";"2005-06-15";"2005-06-17";2;41;14;2;59;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/5316";15;"2005-04-19";"2005-04-21";"2005-06-15";"2005-06-15";"2005-06-16";2;55;0;1;58;1;1;0;2;0;0;0;0;0;0;0;0;0
"15/536";15;"2003-03-11";"2003-03-13";"2003-04-02";"2003-04-09";"2003-04-10";2;20;7;1;30;1;1;0;3;0;0;0;0;0;0;0;0;0
"15/5408";15;"2005-04-27";"2005-05-12";"2005-06-15";"2005-06-15";"2005-06-16";15;34;0;1;50;1;1;0;1;1;0;0;0;0;0;0;0;0
"15/5447";15;"2005-05-10";"2005-05-13";"2005-06-01";"2005-06-29";"2005-06-30";3;19;28;1;51;1;0;0;7;0;0;0;0;0;0;0;0;0
"15/5517";15;"2005-05-13";"2005-06-02";"2005-06-15";"2005-06-15";"2005-06-16";20;13;0;1;34;1;1;0;10;0;0;0;0;0;0;0;0;0
